Accession,Biosample,Kept,type,Nreads,NEWEVAL,X..contigs.....1000.bp.,X..contigs.....5000.bp.,X..contigs.....10000.bp.,X..contigs.....25000.bp.,X..contigs.....50000.bp.,Total.length.....0.bp.,Total.length.....1000.bp.,Total.length.....5000.bp.,Total.length.....10000.bp.,Total.length.....25000.bp.,Total.length.....50000.bp.,X..contigs,Largest.contig,N50.x,N75,L50,L75,X..N.s.per.100.kbp,X..predicted.genes.....0.bp.,X..predicted.genes.....300.bp.,X..predicted.genes.....1500.bp.,X..predicted.genes.....3000.bp.,X..total.reads,X..left,X..right,Mapped....,Properly.paired....,Avg..coverage.depth,Coverage....1x....,species,species_match,contig_count,N50.y,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,K_locus_problems,K_locus_confidence,K_locus_identity,K_locus_missing_genes,O_locus,O_type,O_locus_problems,O_locus_confidence,O_locus_identity,O_locus_missing_genes,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,GC,contigs,Genes,TotalLength,geneshet,Min,Q1,Median,Mean,Q3,Max,NAs,MashMedianrounded,type2
GCF_004332095.1,SAMN09531271,Yes,NCBI,NA,NA,4,4,4,4,4,5893018,5893018,5893018,5893018,5893018,5893018,4,5475397,5475397,5475397,1,1,0,5174 + 1 part,4711 + 1 part,724 + 0 part,69 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,4,5475397,5475397,5893018,no,-,ST11,4,2,9,12,ybt 9; ICEKp3,503-1LV,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40-1LV,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,aadA2;rmtB,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,305,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3*,2,iroN_1*-0%,56.96,4,5118,5893018,NA,4.76906e-05,0.00611156,0.0113086,0.00977593785316677,0.0124467,0.0196919,1,0.0113,BD
GCF_005853785.1,SAMN09487516,Yes,NCBI,NA,NA,6,6,5,4,4,5862723,5862723,5862723,5857127,5845157,5845157,6,5390059,5390059,5390059,1,1,0,5138 + 5 part,4665 + 5 part,728 + 0 part,70 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5390059,5390059,5862723,no,-,ST11,4,2,7,7,ybt 9; ICEKp3,503-2LV,-,0,iuc 1,1,-,0,-,0,rmpA2_9,-,unknown (best match = KL47),-,None,96.56%,"KL47_03_wzi,KL47_04_wza,KL47_05_wzb,KL47_06_wzc,KL47_07_wcaJ,KL47_08_wcaA,KL47_09,KL47_10_wcqC,KL47_11_wzy,KL47_12_wcuT,KL47_13_wzx,KL47_14_gnd",OL101,OL101,-,High,94.98%,OL101_09_glycosylhydrolase,aadA2;rmtB,-,fosA3,-,-,-,catII.2*,-,-,-,-,-,TEM-1D.v1^,-,CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,269,9,5,80,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,-,-,-,-,56.92,6,5077,5862723,NA,0.000119496,0.00641996,0.0117564,0.0101966458341434,0.012872,0.0206126,1,0.0118,BD
GCF_005854025.1,SAMN09487518,Yes,NCBI,NA,NA,6,6,5,4,4,5880866,5880866,5880866,5875270,5863300,5863300,6,5408302,5408302,5408302,1,1,0,5166 + 1 part,4680 + 1 part,729 + 0 part,70 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5408302,5408302,5880866,no,-,ST11,4,3,8,7,ybt 9; ICEKp3,503-2LV,-,0,iuc 1,1,-,0,-,0,rmpA2_2*-54%,-,unknown (best match = KL47),-*,None,87.69%,"KL47_03_wzi,KL47_04_wza,KL47_05_wzb,KL47_06_wzc,KL47_07_wcaJ,KL47_08_wcaA,KL47_09,KL47_10_wcqC,KL47_11_wzy,KL47_12_wcuT,KL47_13_wzx,KL47_14_gnd",OL101,OL101,-,High,94.99%,OL101_09_glycosylhydrolase,aadA2;rmtB,-,fosA3,-,-,-,catII.2*,-,-,-,-,-,TEM-1D.v1^,-,CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,MgrB-66%,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,269,9,5,80,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,-,-,-,-,56.93,6,5095,5880866,NA,0.000191626,0.00641996,0.0118017,0.0102196384770656,0.012872,0.020747,1,0.0118,BD
GCF_005854245.1,SAMN09487517,Yes,NCBI,NA,NA,6,6,5,4,4,5861748,5861748,5861748,5856152,5844182,5844182,6,5388721,5388721,5388721,1,1,0,5151 + 2 part,4663 + 1 part,725 + 0 part,71 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5388721,5388721,5861748,no,-,ST11,4,2,7,7,ybt 9; ICEKp3,503-2LV,-,0,iuc 1,1,-,0,-,0,rmpA2_9,-,unknown (best match = KL47),-,None,98.03%,"KL47_03_wzi,KL47_04_wza,KL47_05_wzb,KL47_06_wzc,KL47_07_wcaJ,KL47_08_wcaA,KL47_09,KL47_10_wcqC,KL47_11_wzy,KL47_12_wcuT,KL47_13_wzx,KL47_14_gnd",OL101,OL101,-,High,94.98%,OL101_09_glycosylhydrolase,aadA2;rmtB,-,fosA3,-,-,-,catII.2*,-,-,-,-,-,TEM-1D.v1^,-,CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,269,9,5,80,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,-,-,-,-,56.93,6,5081,5861748,NA,7.15897e-05,0.00638544,0.0117564,0.0101914653467573,0.012872,0.0206797,1,0.0118,BD
GCF_006304565.1,SAMN09977093,Yes,NCBI,NA,NA,4,4,4,4,4,5891206,5891206,5891206,5891206,5891206,5891206,4,5454121,5454121,5454121,1,1,0,5161 + 0 part,4701 + 0 part,732 + 0 part,66 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,4,5454121,5454121,5891206,no,-,ST11,4,2,9,11,ybt 9; ICEKp3,503,-,0,iuc 1,1-1LV,-,0,-,0,rmpA2_3-47%,wzi64,KL64,none,Very high,99.90%,,O2v1,O2,none,Very high,98.65%,,aadA2;aadA2^;rmtB,-,fosA3,-,-,mphA,-,-,sul1,-,-,dfrA12,TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,-,238S;240K;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1*,1,-,-,-,-,-,-,-,-,56.88,4,5109,5891206,NA,0.000264084,0.00645455,0.0117112,0.0101670838382442,0.0128243,0.0200167,1,0.0117,BD
GCF_006494895.1,SAMN10433884,Yes,NCBI,NA,NA,6,6,5,4,4,5910465,5910465,5910465,5904869,5892899,5892899,6,5473945,5473945,5473945,1,1,0,5185 + 0 part,4719 + 0 part,731 + 0 part,68 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5473945,5473945,5910465,no,-,ST11,4,2,9,12,ybt 9; ICEKp3,503-1LV,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,aadA2;rmtB,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1^,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,305,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,56.95,6,5123,5910465,NA,0,0.00607761,0.0112201,0.00972500359545869,0.0124,0.0196275,1,0.0112,BD
GCF_006494915.1,SAMN10434199,Yes,NCBI,NA,NA,6,6,5,4,4,5864169,5864169,5864169,5858573,5846603,5846603,6,5461882,5461882,5461882,1,1,0,5159 + 3 part,4678 + 3 part,720 + 0 part,68 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5461882,5461882,5864169,no,-,ST11,4,2,7,7,ybt 9; ICEKp3,503-2LV,-,0,iuc 1,1,-,0,-,0,rmpA2_9,wzi209,KL47,-,High,99.40%,KL47_08_wcaA,OL101,OL101,-,High,94.98%,OL101_09_glycosylhydrolase,aadA2;rmtB,-,fosA3,-,-,-,catII.2*,-,-,-,-,-,TEM-1D.v1^,-,CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,CTX-M-51*?-0%;sul1*?-67%,ST11,3,3,1,1,1,1,4,140,130,6,5,83,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,-,-,-,-,56.96,6,5098,5864169,NA,0,0.00604372,0.0114865,0.00991179583839611,0.0125405,0.0202137,1,0.0115,BD
GCF_006546385.1,SAMN12107588,Yes,NCBI,NA,NA,9,6,5,5,4,5736195,5736195,5723963,5718738,5718738,5672278,9,5271570,5271570,5271570,1,1,0,5040 + 3 part,4608 + 2 part,712 + 0 part,72 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,9,5271570,5271570,5736195,no,-,ST11,1,3,11,23,ybt 9; ICEKp3,183,-,0,-,0,-,0,-,0,-,wzi50,KL15,none,Very high,99.78%,,O4,O4,none,Very high,99.66%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^;aadA2^;sat-2;strA.v1^;strB.v1,mcr-3.1,-,qnrS1,-,mphA;mphA,CatB4.v1,-,sul1;sul1;sul2,tet(A).v1;tet(A).v2*,-,dfrA12,CMY-2.v2;LAP-2;OXA-1,-,CTX-M-15,-,KPC-2,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,dfrA12?-0%,-,ST11,3,3,1,1,1,1,4,5,11,6,5,1,25,37,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.08,9,5001,5736195,NA,0.00058191,0.00521614,0.010441,0.00916879828584447,0.0117112,0.0191181,1,0.0104,BD
GCF_006802065.1,SAMN08117192,Yes,NCBI,NA,NA,5,5,5,5,5,5720451,5720451,5720451,5720451,5720451,5720451,5,3937431,3937431,1424912,1,2,0,5012 + 0 part,4569 + 0 part,707 + 0 part,74 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,3937431,3937431,5720451,no,-,ST11,1,2,9,15,ybt 10; ICEKp4,112-1LV,-,0,-,0,-,0,-,0,-,wzi24,KL24,none,Very high,99.99%,,O2v1,O2,none,Very high,98.52%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^,-,-,qnrB1.v1,-,mphA,CatB4.v1;catA1^,-,sul1,-,-,dfrA12,OXA-1,-,CTX-M-15;CTX-M-15;CTX-M-15,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83F;GyrA-87A;ParC-80I,CTX-M-15*-18%;OXA-48*-41%,-,ST11,3,3,1,1,1,1,4,3,10,4,3,29,5,122,3,10,9,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.09,5,4955,5720451,NA,4.76906e-05,0.00537869,0.0109136,0.00925024423343712,0.0118471,0.0202797,1,0.0109,BD
GCF_008373035.2,SAMN11602134,Yes,NCBI,NA,NA,3,3,3,2,2,5582226,5582226,5582226,5582226,5572166,5572166,3,5441147,5441147,5441147,1,1,2.35,4853 + 0 part,4443 + 0 part,703 + 0 part,72 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5441147,5441147,5582226,yes (131),ambiguous_bases,ST11,1,2,6,8,ybt 10; ICEKp4,26,-,0,-,0,-,0,-,0,-,wzi75,KL105,none,Very high,99.99%,,O2v2,O2,none,Very high,98.45%,,aac(3)-IV^;aadA2^;aph(4)-Ia,-,-,-,-,-,floR.v1*,-,sul1;sul2,-,-,dfrA12,-,-,-,-,KPC-2,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,16,12,4,3,3,35,33,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.2,3,4817,5582226,NA,0.000385581,0.00476862,0.0101878,0.00881436324172236,0.0114419,0.0189925,1,0.0102,BD
GCF_008728415.1,SAMN12813532,Yes,NCBI,NA,NA,3,3,3,2,2,5592496,5592496,5592496,5592496,5582436,5582436,3,5438014,5438014,5438014,1,1,0,4931 + 0 part,4487 + 0 part,689 + 0 part,63 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5438014,5438014,5592496,no,-,ST11,1,3,7,5,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,-,unknown (best match = KL10),?-,Low,98.82%,"KL10_01_galF,KL10_02_cpsACP,KL10_03_wzi",OL101,OL101,-,High,95.00%,"OL101_05_wbbL,OL101_09_glycosylhydrolase",rmtB,-,fosA3,-,-,-,-,-,-,-,-,-,TEM-1D.v1^,-,CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,MgrB-81%,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.3,3,4874,5592496,NA,0.000336872,0.00534606,0.0107836,0.00917097449665857,0.0118017,0.0194991,1,0.0108,BD
GCF_008728695.1,SAMN12228410,Yes,NCBI,NA,NA,6,6,5,4,4,5920915,5920915,5920915,5915319,5903349,5903349,6,5483867,5483867,5483867,1,1,0,5209 + 0 part,4740 + 0 part,729 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5483867,5483867,5920915,no,-,ST11,4,3,10,12,ybt 9; ICEKp3,503-2LV,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,-,KL64,-,Good,99.90%,"KL64_03_wzi,KL64_06_wzc,KL64_16_wcaJ",O2v1,O2,*,Very high,98.65%,,aadA2;rmtB,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,MgrB-60%,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,305,65*,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,56.95,6,5124,5920915,NA,9.55247e-05,0.00617965,0.0113529,0.00983472467436968,0.0124935,0.0197565,1,0.0114,BD
GCF_009660375.2,SAMN13153745,Yes,NCBI,NA,NA,2,2,2,2,2,5575566,5575566,5575566,5575566,5575566,5575566,2,5411288,5411288,5411288,1,1,0,4872 + 0 part,4473 + 0 part,692 + 0 part,73 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,2,5411288,5411288,5575566,no,-,ST11,1,1,8,12,ybt 14; ICEKp5,145-2LV,-,0,-,0,-,0,-,0,-,wzi27,KL27,none,Very high,100.00%,,O2v2,O2,none,Very high,98.44%,,aac(6')-Ib-cr.v2;aadA16*;strA.v1*;strB.v1*,-,-,-,-,-,-,arr-3,sul1;sul2*,tet(D),-,dfrA27,TEM-1D.v1^;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,4,4,5,4,1,275,328*,2,4,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.21,2,4850,5575566,NA,0.000167546,0.00505504,0.010441,0.00902866729465371,0.0115761,0.0196919,1,0.0104,BD
GCF_009661455.2,SAMN13153753,Yes,NCBI,NA,NA,5,3,2,2,1,5341935,5341935,5335795,5330630,5330630,5301005,5,5301005,5301005,5301005,1,1,0,4692 + 1 part,4297 + 1 part,655 + 0 part,65 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5301005,5301005,5341935,no,-,ST11,1,1,5,6,ybt 13; ICEKp2,299-1LV,-,0,-,0,-,0,-,0,-,wzi24,KL24,none,Very high,99.99%,,O2v1,O2,none,Very high,98.52%,,aac(3)-IIa.v1^;strA.v1^;strB.v1,-,-,-,-,-,-,-,sul2,-,-,-,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1,35Q,-,-,GyrA-83F;GyrA-87A;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,6,4,20,14,1,126,327,2,4,52,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.4,5,4672,5341935,NA,0,0.0055427,0.0106974,0.00923567419129708,0.0117112,0.0202797,1,0.0107,BD
GCF_009661615.2,SAMN13153746,Yes,NCBI,NA,NA,3,3,3,3,3,5638432,5638432,5638432,5638432,5638432,5638432,3,5450839,5450839,5450839,1,1,0,4923 + 0 part,4516 + 0 part,700 + 0 part,75 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5450839,5450839,5638432,no,-,ST11,1,1,10,20,ybt 14; ICEKp5,145-2LV,-,0,-,0,-,0,-,0,-,wzi27,KL27,none,Very high,100.00%,,O2v2,O2,none,Very high,98.44%,,aac(6')-Ib-cr.v2;aadA16*;aadA5;armA;strA.v1*;strB.v1*,-,-,-,-,mphE.v2?;msrE,catII.2*,arr-3,sul1;sul1;sul2*,tet(D),-,dfrA17;dfrA27,TEM-1D.v1^;TEM-1D.v1^,-,CTX-M-15;CTX-M-15,-,-,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,4,4,5,4,1,275,328*,2,4,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.13,3,4893,5638432,NA,0.000167546,0.00521614,0.0106116,0.00918659253766707,0.0117564,0.0198862,1,0.0106,BD
GCF_009684575.1,SAMN10537194,Yes,NCBI,NA,NA,5,5,4,3,3,5834709,5834709,5834709,5829113,5819052,5819052,5,5474803,5474803,5474803,1,1,0,5117 + 3 part,4659 + 3 part,722 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5474803,5474803,5834709,no,-,ST11,4,2,6,7,ybt 9; ICEKp3,503,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,aadA2;rmtB,-,fosA3,-,-,-,-,-,-,-,-,-,TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,56.98,5,5062,5834709,NA,0.000409992,0.00580821,0.0110444,0.00949478874984812,0.0121217,0.0193079,1,11,BD
GCF_009797715.1,SAMN13190886,Yes,NCBI,NA,NA,11,6,5,4,4,5902337,5899854,5889728,5884132,5874072,5874072,14,5428447,5428447,5428447,1,1,0,5169 + 1 part,4704 + 1 part,729 + 0 part,72 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,14,5428447,5428447,5902337,no,-,ST11,1,3,10,12,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi64,KL64,none,Very high,99.90%,,O2v1,O2,-,Good,98.62%,"O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC",aadA2;rmtB;strA.v1^;strB.v1,-,fosA3,-,-,-,-,-,sul1;sul2,tet(A).v1,-,dfrA1.v1,TEM-1D.v1^,-,CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,MgrB-85%,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.94,14,5105,5902337,NA,7.15897e-05,0.00584167,0.0108269,0.00942746590899909,0.0119383,0.0189925,1,0.0108,BD
GCF_009797725.1,SAMN13190887,Yes,NCBI,NA,NA,6,6,5,3,3,5944534,5944534,5944534,5938938,5905366,5905366,6,5547174,5547174,5547174,1,1,0,5150 + 2 part,4684 + 1 part,735 + 0 part,76 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5547174,5547174,5944534,no,-,ST11,4,2,11,19,ybt 9; ICEKp3,503,-,0,"iuc 1,iuc 3 (truncated)","1,23",-,0,-,0,rmpA2_8*-60%,wzi209,unknown (best match = KL47),?+*,None,99.22%,,OL101,OL101,-,High,95.00%,OL101_09_glycosylhydrolase,aadA*;aadA2;armA;strA.v1^;strB.v1,-,fosA3,qnrB4,-,-,catII.2*;cmlA5;floR.v1,arr-2,sul1;sul2,tet(A).v2,-,dfrA14.v2*,DHA-1;OXA-10,-,SHV-12,-,KPC-2,SHV-11.v1,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,rmtB?-0%,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,14-2%","1,9","1,12","1,12","1,16",-,-,-,-,-,-,-,-,56.92,6,5095,5944534,NA,0.000167546,0.00587519,0.0112201,0.00968942331287971,0.0122604,0.0196275,1,0.0112,BD
GCF_009797785.1,SAMN13190883,Yes,NCBI,NA,NA,6,6,5,4,4,5988898,5988898,5988898,5983302,5973242,5973242,6,5444316,5444316,5444316,1,1,0,5233 + 1 part,4760 + 1 part,740 + 0 part,73 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5444316,5444316,5988898,no,-,ST11,1,2,9,17,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi64,KL64,none,Very high,99.90%,,O2v1,O2,-,Good,98.62%,"O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC",aadA2;rmtB;strA.v1^;strB.v1,-,-,qnrS1,-,-,catII.2*;catII.2*,-,sul1;sul2,tet(A).v1,-,dfrA1.v1,LAP-2;TEM-1D.v1^,-,CTX-M-65;CTX-M-65;CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.86,6,5154,5988898,NA,0,0.00577481,0.0109571,0.00949196006682868,0.0120298,0.0191812,1,11,BD
GCF_009833945.1,SAMN13663554,Yes,NCBI,NA,NA,3,3,3,2,2,5658744,5658744,5658744,5658744,5648684,5648684,3,5521444,5521444,5521444,1,1,0,4981 + 0 part,4530 + 0 part,693 + 0 part,64 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5521444,5521444,5658744,no,-,ST11,4,2,7,8,ybt 9; ICEKp3,503-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi209,unknown (best match = KL47),-*,None,99.34%,"KL47_07_wcaJ,KL47_08_wcaA,KL47_09,KL47_11_wzy,KL47_13_wzx",OL101,OL101,-,High,94.97%,OL101_09_glycosylhydrolase,aadA2;rmtB,-,fosA3,-,-,mphE.v2,-,-,-,-,-,-,TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1^,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65*,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,-,-,-,-,57.21,3,4934,5658744,NA,0.000336872,0.00508714,0.0105688,0.00904361155407047,0.011621,0.0190552,1,0.0106,BD
